
202	1454135438.79	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
203	1454135439.45	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
204	1454135440.05	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
205	1454135440.7	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
206	1454135441.34	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
207	1454135441.97	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
208	1454135442.59	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
209	1454135443.21	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
210	1454135443.85	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
211	1454135444.47	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
212	1454135445.12	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
213	1454135445.74	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
214	1454135446.36	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
215	1454135446.99	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
216	1454135447.61	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
217	1454135448.25	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
218	1454135448.85	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
219	1454135449.48	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
220	1454135450.1	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
221	1454135450.74	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
222	1454135451.37	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
223	1454135452.0	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
224	1454135452.65	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
225	1454135453.3	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
226	1454135453.93	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
227	1454135454.55	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
228	1454135455.19	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
