1436489026.359207	401.000000	2337.000000	4500.000000	0.000000	0.000700	-1213.000000	-3337.000000	-6000.000000	0.000002	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:46
1436489026.510311	1275.000000	2337.000000	4500.000000	0.000000	0.000700	-2476.000000	-3337.000000	-6000.000000	0.000001	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:46
1436489026.660327	1923.000000	2337.000000	4500.000000	0.000000	0.000700	-3008.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:46
1436489026.815363	2179.000000	2337.000000	4500.000000	0.000000	0.000700	-3222.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:46
1436489026.967516	2282.000000	2337.000000	4500.000000	0.000000	0.000700	-3294.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:46
1436489027.115529	2316.000000	2337.000000	4500.000000	0.000000	0.000700	-3320.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:47
1436489027.264678	2329.000000	2337.000000	4500.000000	0.000000	0.000700	-3331.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:47
1436489027.416750	2334.000000	2337.000000	4500.000000	0.000000	0.000700	-3334.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:47
1436489027.566953	2336.000000	2337.000000	4500.000000	0.000000	0.000700	-3336.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:47
1436489027.716038	2336.000000	2337.000000	4500.000000	0.000000	0.000700	-3336.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:47
1436489027.865275	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:47
1436489028.016158	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:48
1436489028.167254	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:48
1436489028.323406	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:48
1436489028.474663	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:48
1436489028.624759	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:48
1436489028.774594	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:48
1436489028.924911	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:48
1436489029.079001	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:49
1436489029.229126	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:49
1436489029.378198	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:49
1436489029.527259	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:49
1436489029.681282	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:49
1436489029.830217	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:49
1436489029.978200	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:49
1436489030.126222	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:50
1436489030.275424	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:50
1436489030.431403	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:50
1436489030.585522	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:50
1436489030.736651	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:50
1436489030.886873	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:50
1436489031.036948	2337.000000	2337.000000	4500.000000	0.000000	0.000700	-3337.000000	-3337.000000	-6000.000000	0.000000	0.000600	Date(yr-mo-dy):2015-07-09 ... Time(24hr):17:43:51
