
1	1454131790.48	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
2	1454131791.48	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
3	1454131792.14	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
4	1454131792.78	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
5	1454131793.42	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
6	1454131794.06	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
7	1454131794.69	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
8	1454131795.28	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
9	1454131795.9	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
10	1454131796.52	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
11	1454131797.13	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
12	1454131797.78	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
13	1454131798.4	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
14	1454131799.02	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
15	1454131799.64	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
16	1454131800.28	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
17	1454131800.93	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
18	1454131801.57	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
19	1454131802.19	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
20	1454131802.82	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
21	1454131803.48	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
22	1454131804.11	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
23	1454131804.75	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
24	1454131805.36	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
25	1454131806.0	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
26	1454131806.65	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
27	1454131807.27	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
28	1454131807.93	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
29	1454131809.25	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
30	1454131809.88	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
31	1454131810.5	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
32	1454131811.15	0	0.0	0.0	0.0	0.0	0.0		-5339.0	-5338.0	-6000.0	0.0	0.0006	
